customer_id,age,avg_service_interval_days,total_services,monthly_spend_inr,customer_tenure_days,tenure_months,days_since_last_service,days_since_churn,gender_encoded,vehicle_type_encoded,churned
CUST00001,-0.8411778828586941,0.8067854339649284,-0.6439941190333524,1.226860279806773,-0.4733147003872426,-0.4532142727836214,-0.6465616342319979,-0.5846822353563988,1,0,1
CUST00002,-0.5322336599742228,-1.2410128142247314,1.9168223237587279,-1.265286465013629,1.1522983917966065,1.1761075938860135,-0.6347419268313179,,0,1,0
CUST00003,0.0856547857947198,-1.1233232597310727,2.2241202968937777,-1.2677829711877915,1.638053328727487,1.6491365229191333,-0.5520039750265578,-0.6143033324246263,0,1,1
CUST00004,-0.3005254928108693,0.31248930509156225,-1.0537247498800852,-0.6095564228591991,-1.4272882949374195,-1.45183090074243,0.46449086143192303,0.06698190014460463,1,1,1
CUST00005,-1.1501221057431654,-0.2759584673767308,-0.8488594344567189,-0.23607342532683465,-1.2501718738904197,-1.2415958211721543,-0.7056601712353979,,1,1,0
CUST00006,0.6263071758425446,0.6420200576738063,-0.5415614613216692,-1.1709677052367509,-0.2365749296808568,-0.24297919321334593,0.5708682280380432,,1,1,0
CUST00007,-0.14605338136863366,0.3595651268890257,-0.5415614613216692,-0.45856508163627807,-0.36283614072426257,-0.34809673299848365,-0.33924924181431765,,1,1,0
CUST00008,-0.454997604253105,1.348157384635758,-0.029398172763253162,-0.9612139042932043,1.5082848618217644,1.4914602132414267,-0.05557626419799738,,0,1,0
CUST00009,0.00841873007360198,1.3716952955344897,-0.029398172763253162,-0.44472082012501396,1.527574769064507,1.5440189831339954,0.6181470576407632,,1,1,0
CUST00010,1.0897235101692515,-0.4642617545665846,0.7900630889302125,1.3936155444854847,1.0768923907567947,1.0709900541008757,-0.741119293437438,,0,0,0
CUST00011,-0.5322336599742228,-1.4293161014145852,1.5070916929119949,-0.6973596797800247,0.2824989379420335,0.28260850571234275,-0.7292995860367579,,1,1,0
CUST00012,-1.304594217185401,1.3716952955344897,-0.029398172763253162,0.4413119165958977,1.527574769064507,1.5440189831339954,-0.5165448528245178,,0,0,0
CUST00013,-1.1501221057431654,0.8067854339649284,-0.43912880360998596,-0.4984429851834102,0.0825853537899744,0.07237342614206727,-0.37470836401635765,,0,1,0
CUST00014,0.16289084151583763,-1.617619388604439,2.5314182700288272,-0.5662079974714701,0.5823693141701222,0.5979611250677559,-0.8711360748449181,-0.5846822353563988,1,1,1
CUST00015,-0.3777615485319871,-0.7467166853513653,0.7900630889302125,-0.6008564771007543,0.8296308524634585,0.8081962046380314,1.2918703794795237,1.3999312682148393,1,1,1
CUST00016,0.16289084151583763,0.500792592281416,-0.8488594344567189,-0.6820874923888417,-0.9678377769739152,-0.97880197170931,1.4100674534863238,1.1629624916690198,1,1,1
